Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Mutant 1	Peptides Mutant 2	Peptides WT	Razor + unique peptides Mutant 1	Razor + unique peptides Mutant 2	Razor + unique peptides WT	Unique peptides Mutant 1	Unique peptides Mutant 2	Unique peptides WT	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Q-value	Score	Identification type Mutant 1	Identification type Mutant 2	Identification type WT	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 Mutant 1	Reporter intensity corrected 1 Mutant 1	Reporter intensity corrected 2 Mutant 1	Reporter intensity corrected 3 Mutant 1	Reporter intensity corrected 4 Mutant 1	Reporter intensity corrected 5 Mutant 1	Reporter intensity corrected 6 Mutant 1	Reporter intensity corrected 7 Mutant 1	Reporter intensity corrected 8 Mutant 1	Reporter intensity corrected 9 Mutant 1	Reporter intensity corrected 0 Mutant 2	Reporter intensity corrected 1 Mutant 2	Reporter intensity corrected 2 Mutant 2	Reporter intensity corrected 3 Mutant 2	Reporter intensity corrected 4 Mutant 2	Reporter intensity corrected 5 Mutant 2	Reporter intensity corrected 6 Mutant 2	Reporter intensity corrected 7 Mutant 2	Reporter intensity corrected 8 Mutant 2	Reporter intensity corrected 9 Mutant 2	Reporter intensity corrected 0 WT	Reporter intensity corrected 1 WT	Reporter intensity corrected 2 WT	Reporter intensity corrected 3 WT	Reporter intensity corrected 4 WT	Reporter intensity corrected 5 WT	Reporter intensity corrected 6 WT	Reporter intensity corrected 7 WT	Reporter intensity corrected 8 WT	Reporter intensity corrected 9 WT	Reporter intensity 0 Mutant 1	Reporter intensity 1 Mutant 1	Reporter intensity 2 Mutant 1	Reporter intensity 3 Mutant 1	Reporter intensity 4 Mutant 1	Reporter intensity 5 Mutant 1	Reporter intensity 6 Mutant 1	Reporter intensity 7 Mutant 1	Reporter intensity 8 Mutant 1	Reporter intensity 9 Mutant 1	Reporter intensity 0 Mutant 2	Reporter intensity 1 Mutant 2	Reporter intensity 2 Mutant 2	Reporter intensity 3 Mutant 2	Reporter intensity 4 Mutant 2	Reporter intensity 5 Mutant 2	Reporter intensity 6 Mutant 2	Reporter intensity 7 Mutant 2	Reporter intensity 8 Mutant 2	Reporter intensity 9 Mutant 2	Reporter intensity 0 WT	Reporter intensity 1 WT	Reporter intensity 2 WT	Reporter intensity 3 WT	Reporter intensity 4 WT	Reporter intensity 5 WT	Reporter intensity 6 WT	Reporter intensity 7 WT	Reporter intensity 8 WT	Reporter intensity 9 WT	Reporter intensity count 0 Mutant 1	Reporter intensity count 1 Mutant 1	Reporter intensity count 2 Mutant 1	Reporter intensity count 3 Mutant 1	Reporter intensity count 4 Mutant 1	Reporter intensity count 5 Mutant 1	Reporter intensity count 6 Mutant 1	Reporter intensity count 7 Mutant 1	Reporter intensity count 8 Mutant 1	Reporter intensity count 9 Mutant 1	Reporter intensity count 0 Mutant 2	Reporter intensity count 1 Mutant 2	Reporter intensity count 2 Mutant 2	Reporter intensity count 3 Mutant 2	Reporter intensity count 4 Mutant 2	Reporter intensity count 5 Mutant 2	Reporter intensity count 6 Mutant 2	Reporter intensity count 7 Mutant 2	Reporter intensity count 8 Mutant 2	Reporter intensity count 9 Mutant 2	Reporter intensity count 0 WT	Reporter intensity count 1 WT	Reporter intensity count 2 WT	Reporter intensity count 3 WT	Reporter intensity count 4 WT	Reporter intensity count 5 WT	Reporter intensity count 6 WT	Reporter intensity count 7 WT	Reporter intensity count 8 WT	Reporter intensity count 9 WT	Sequence coverage Mutant 1 [%]	Sequence coverage Mutant 2 [%]	Sequence coverage WT [%]	Intensity	Intensity Mutant 1	Intensity Mutant 2	Intensity WT	iBAQ	iBAQ Mutant 1	iBAQ Mutant 2	iBAQ WT	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	HexNAc (ST) site IDs	Oxidation (M) site IDs	HexNAc (ST) site positions	Oxidation (M) site positions
P13060	P13060	4	4	4	Elongation factor 2	EF2	sp|P13060|EF2_DROME Elongation factor 2 OS=Drosophila melanogaster OX=7227 GN=EF2 PE=1 SV=4	1	4	4	4	4	3	4	4	3	4	4	3	4	10.4	10.4	10.4	94.458	844	844	1.89	7	7	5	0	126.14	By MS/MS	By MS/MS	By MS/MS	64461	58244	33855	8354.1	14936	9987	25985	2407.8	2862.9	3019.3	60881	54737	35638	11387	16346	9847.7	25287	2683.8	3185.7	2879	14	14	14	10	12	11	12	7	6	7	9618.7	5179.5	3522.4	82.261	740.09	690.03	365.52	464.93	0	935.87	11656	13010	14216	2258.6	5534.1	1393.6	1014	280.08	2541.2	0	43186	40054	16116	6013.2	8661.4	7903.3	24606	1662.8	321.73	2083.5	9078.9	4863.9	3862.6	303.74	847.12	662.95	380.04	495.12	0	892	11039	12229	14053	2800.9	6066.2	1421.5	1291	302.66	2442.6	0	40763	37644	17723	8282.2	9432.2	7763.2	23616	1886	743.08	1987	3	3	3	1	1	2	1	2	0	3	4	4	4	2	4	2	4	1	4	0	7	7	7	7	7	7	7	4	2	4	10.4	8.9	10.4	121250000	16043000	25129000	80079000	2635900	348770	546280	1740800	14				136	76;125;257;413	True;True;True;True	86;141;283;450	287;288;497;498;499;500;501;502;503;504;505;995;996;997;998;999;1558;1559;1560	223;405;406;407;408;409;410;411;412;812;813;814;815;1270	223;407;812;1270		105		727
P18432	P18432	1	1	1	Myosin regulatory light chain 2	Mlc2	sp|P18432|MLR_DROME Myosin regulatory light chain 2 OS=Drosophila melanogaster OX=7227 GN=Mlc2 PE=1 SV=2	1	1	1	1	0	1	1	0	1	1	0	1	1	13.5	13.5	13.5	23.714	222	222	1.67	2		1	0	40.47		By MS/MS	By MS/MS	5207.9	7627.5	6114.6	2083.8	5927.3	4720.7	19045	5951.5	5341.9	3284.5	4931.4	7173.8	6127.4	2520.3	6198.7	4635.7	18381	6021.1	5852.1	3230.5	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	2028.3	5003.9	4475.4	724.18	3834.8	1786.8	2265.4	1974.2	3875.3	1075.8	3179.6	2623.6	1639.2	1359.7	2092.5	2933.9	16780	3977.3	1466.7	2208.7	0	0	0	0	0	0	0	0	0	0	1928.5	4702.6	4355	1021.8	3908.7	1747.9	2425.4	2005.5	3755.5	1058.7	3002.9	2471.2	1772.4	1498.5	2290	2887.7	15956	4015.6	2096.6	2171.8	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	0	13.5	13.5	18149000	0	8728800	9420000	1814900	0	872880	942000	3				137	178	True	198	734;735;736	603;604;605	605		106		119
P20432	P20432	1	1	1	Glutathione S-transferase 1-1	GstD1	sp|P20432|GSTD1_DROME Glutathione S-transferase D1 OS=Drosophila melanogaster OX=7227 GN=GstD1 PE=1 SV=1	1	1	1	1	0	1	1	0	1	1	0	1	1	11	11	11	23.866	209	209	2.33	1		2	0	20.535		By MS/MS	By MS/MS	16218	16894	12726	1780.4	8260.8	7760.5	16492	12716	5992	2464.2	15333	15873	12976	2846.6	8753.2	7578.6	16104	12637	6357.6	2614.6	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	9898.8	11176	9752.1	250.89	6797.6	5345.6	5762.6	9317.2	5020.2	565.55	6319.2	5717.9	2974.3	1529.5	1463.1	2414.9	10729	3398.5	971.83	1898.6	0	0	0	0	0	0	0	0	0	0	9366.3	10496	9790.1	1006.3	7057.4	5181.6	5895.2	9209	4984.9	748.17	5967.1	5377.6	3186.2	1840.3	1695.8	2397	10209	3428.1	1372.7	1866.4	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	0	11	11	19669000	0	13198000	6471200	1966900	0	1319800	647120	3				138	274	True	300	1059;1060;1061	857;858;859	858		107		102
X2JDI1;P23696	X2JDI1;P23696	1;1	1;1	1;1	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP2A	mts	tr|X2JDI1|X2JDI1_DROME Serine/threonine-protein phosphatase OS=Drosophila melanogaster OX=7227 GN=mts PE=3 SV=1;sp|P23696|PP2A_DROME Serine/threonine-protein phosphatase PP2A OS=Drosophila melanogaster OX=7227 GN=mts PE=2 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	4.9	4.9	4.9	35.469	309	309;309	2	2	2	2	0	121.13	By MS/MS	By MS/MS	By MS/MS	42175	42451	26002	2972.4	11395	11462	30924	14259	6823.6	1751.6	39848	39876	26970	5578.9	12679	11148	29880	14248	7755	1869.6	5	5	5	4	5	5	5	5	5	3	3845.8	3068.2	2809.8	523.5	1402.9	1147.8	1471.7	911.04	270.44	0	11931	13760	9374.2	860.42	4862.6	4934.4	6340.9	7042.6	4875.8	171.75	26398	25622	13818	1588.5	5129.3	5380.4	23111	6305.7	1677.4	1579.9	3635.2	2883.9	2871.8	702.85	1506.5	1119.6	1461.9	923.01	317.79	0	11280	12925	9533.8	1717.3	5220.5	4790	6343.4	6987.7	4873.1	236.01	24932	24067	14565	3158.8	5952.3	5238.3	22075	6336.9	2564.1	1633.6	1	1	1	1	1	1	1	1	1	0	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	4.9	4.9	4.9	86412000	13455000	27524000	45433000	5760800	897020	1834900	3028900	5				139	169	True	188	693;694;695;696;697;698	567;568;569;570;571	568				
Q9U916;Q53YH3;P29413	Q9U916;Q53YH3;P29413	3;3;3	3;3;3	3;3;3	Calreticulin	Crc	tr|Q9U916|Q9U916_DROME Calreticulin OS=Drosophila melanogaster OX=7227 GN=Calr PE=2 SV=1;tr|Q53YH3|Q53YH3_DROME Calreticulin, isoform B OS=Drosophila melanogaster OX=7227 GN=Calr PE=1 SV=1;sp|P29413|CALR_DROME Calreticulin OS=Drosophila melanogaster OX=722	3	3	3	3	3	3	3	3	3	3	3	3	3	12.3	12.3	12.3	46.809	406	406;406;406	2.1	3	3	4	0	34.876	By MS/MS	By MS/MS	By MS/MS	20612	18982	9433	1270.6	5018.1	4050.4	16078	6052.2	6814.7	5226.9	19463	17831	10108	2134.6	5455.3	3970.7	15581	6125.8	7001	5061.9	6	6	6	4	5	6	5	5	4	6	2840	1179.6	768.6	0	0	280.86	0	0	0	463.32	6016.1	3237.6	4294.2	457.12	2283.2	2022.2	2175.5	2542.2	5908.5	938.25	11756	14565	4370.2	813.5	2734.9	1747.3	13903	3509.9	906.28	3825.4	2679.6	1107.6	883.61	0	0	266.34	0	0	0	436.27	5686.3	3042.6	4398.2	664.21	2437.7	1965.4	2321.8	2558.2	5671.5	942.31	11097	13681	4826.3	1470.4	3017.5	1739	13260	3567.7	1329.4	3683.3	1	1	1	0	0	1	0	0	0	1	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	3	3	3	2	3	12.3	12.3	12.3	15753000	3202900	8194200	4356100	684920	139260	356270	189400	6				140	80;111;192	True;True;True	90;123;214	296;297;298;411;412;413;789;790;791;792	230;330;331;332;645;646	230;330;645				
P29746	P29746	1	1	1	Protein bangles and beads	bnb	sp|P29746|BNB_DROME Protein bangles and beads OS=Drosophila melanogaster OX=7227 GN=bnb PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.1	4.1	4.1	45.815	442	442	2.2	1	2	2	0	14.717	By MS/MS	By MS/MS	By MS/MS	15080	8917.5	5757.5	115.61	4014.7	6724.7	11299	11855	10367	9526.2	14234	8373.9	6325.8	505.7	4279.1	6527.2	11126	11980	10268	9244.5	4	4	4	1	4	4	4	4	4	4	3753.5	1729.7	2049.8	0	1198.9	912.87	2451.6	2002.6	1150.2	5264.5	9055.2	2262.1	3125.6	115.61	2484.2	4883.8	2806.7	8314.3	8802.5	1532.5	2271.1	4925.7	582.06	0	331.52	927.98	6040.3	1538.4	414.08	2729.2	3545.4	1624.2	2153.9	0	1283.4	897.85	2399.8	2125.1	1190.1	5003.5	8546.3	2124.7	3481	201.57	2569.1	4728.4	3005.7	8253.1	8431.1	1635.5	2142.8	4625	690.91	304.13	426.63	901	5720.3	1601.7	647.19	2605.5	1	1	1	0	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	1	1	1	0	1	1	1	1	1	1	4.1	4.1	4.1	6815800	1463400	3545500	1806900	272630	58537	141820	72275	4				141	118	True	133	452;453;454;455;456	354;355;356;357	357				
P35381	P35381	1	1	1	ATP synthase subunit alpha, mitochondrial	blw	sp|P35381|ATPA_DROME ATP synthase subunit alpha, mitochondrial OS=Drosophila melanogaster OX=7227 GN=blw PE=1 SV=2	1	1	1	1	0	1	1	0	1	1	0	1	1	7.1	7.1	7.1	59.421	552	552	2	1		1	0	11.269		By MS/MS	By MS/MS	1078.9	1281.2	441.08	139.44	691.74	343.36	1578.6	357.34	0	421.08	1017.5	1203.8	485.55	198.56	698.23	336.03	1509.1	370.58	0	404.77	1	2	2	1	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	287.98	278.59	0	250.13	0	0	0	0	0	1078.9	993.2	162.48	139.44	441.61	343.36	1578.6	357.34	0	421.08	0	0	0	0	0	0	0	0	0	0	0	270.4	263.69	0	251.98	0	0	0	0	0	1017.5	933.38	221.86	198.56	446.25	336.03	1509.1	370.58	0	404.77	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	7.1	7.1	7488800	0	3898700	3590100	220260	0	114670	105590	2				142	267	True	293	1037;1038	839;840	840		108;109		268;295
P36951	P36951	1	1	1	Putative hydroxypyruvate isomerase	Gip	sp|P36951|HYI_DROME Putative hydroxypyruvate isomerase OS=Drosophila melanogaster OX=7227 GN=Gip PE=2 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.7	5.7	5.7	29.093	264	264	2	1	1	1	0	14.259	By MS/MS	By MS/MS	By MS/MS	16256	14792	10726	1802	6067	5459.1	23113	12065	8903.2	5216.4	15362	13900	11093	2444.6	6659.4	5401.3	22319	12003	9387.4	5117.1	3	3	3	2	3	3	3	3	3	2	4421.2	3646.9	2616.2	0	2313.2	2153	2912.6	3456.1	1490	1545.1	2927	1722.8	1721.7	250.87	1410.7	1274.7	1916.4	3199.6	3060.3	0	8907.8	9422.3	6387.8	1551.1	2343	2031.4	18284	5408.9	4352.9	3671.3	4176.8	3424.4	2735.5	0	2372.5	2081.2	2897	3462.7	1530.5	1534.9	2765.2	1619.1	1800.1	363.88	1458.2	1256.2	1957.7	3134.9	2971.1	0	8419.6	8856.1	6557.5	2080.8	2828.8	2064	17465	5405.3	4885.8	3582.2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	5.7	5.7	5.7	10920000	2015300	1573800	7330600	642340	118550	92575	431210	3				143	93	True	104	341;342;343	263;264;265	264				
P40304	P40304	1	1	1	Proteasome subunit beta type-1	Prosbeta6	sp|P40304|PSB1_DROME Proteasome subunit beta type-1 OS=Drosophila melanogaster OX=7227 GN=Prosbeta6 PE=2 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	7.7	7.7	7.7	25.842	235	235	2	1	1	1	0	29.537	By MS/MS	By MS/MS	By MS/MS	13199	14337	9756.2	1991.2	8648.3	7453.1	37204	19575	12427	9289.5	12477	13474	10062	2758.5	9222.1	7396.3	35821	19445	13313	9200.2	3	3	3	2	3	3	3	3	3	3	2306.2	1704.7	1763.1	0	2082.8	1449.2	3966.8	4137.7	2212.9	1975.9	2412.8	5125.5	4601.6	749.58	3419.2	1999.2	1796.9	6114.5	5146.5	982.4	8480.3	7507.3	3391.5	1241.6	3146.3	4004.6	31440	9322.6	5067.7	6331.2	2180.2	1600.6	1814	0	2119.7	1425.4	3899.4	4105.8	2257.8	1956.3	2291.4	4816.9	4490.2	1056.8	3519.8	2001.6	1998.7	6003.4	4935.9	1066.6	8005.5	7056.2	3757.9	1701.7	3582.5	3969.3	29923	9335.9	6118.9	6177.3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.7	7.7	7.7	15309000	1769000	1120800	12419000	1275700	147420	93403	1034900	3				144	99	True	111	359;360;361	281;282;283	281				
P40797	P40797	1	1	1	Protein peanut	pnut	sp|P40797|PNUT_DROME Protein peanut OS=Drosophila melanogaster OX=7227 GN=pnut PE=1 SV=2	1	1	1	1	1	0	1	1	0	1	1	0	1	3	3	3	60.143	539	539	1.5	1	1		0	9.9455	By matching		By MS/MS	5932.4	4015.9	3171.3	426.18	2370.6	2568.1	10523	1243.7	0	487.5	5603.2	3773.2	3357.7	691.1	2558.3	2462.8	10031	1313.5	0	487.82	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5932.4	4015.9	3171.3	426.18	2370.6	2568.1	10523	1243.7	0	487.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5603.2	3773.2	3357.7	691.1	2558.3	2462.8	10031	1313.5	0	487.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	3	0	3	3822200	493340	0	3328800	141560	18272	0	123290	1				145	121	True	136	464;465	363	363		110		146
P46415	P46415	4	4	4	Alcohol dehydrogenase class-3	Fdh	sp|P46415|ADHX_DROME Alcohol dehydrogenase class-3 OS=Drosophila melanogaster OX=7227 GN=Fdh PE=1 SV=3	1	4	4	4	4	4	4	4	4	4	4	4	4	22.4	22.4	22.4	40.389	379	379	1.9	8	7	6	0	297.52	By MS/MS	By MS/MS	By MS/MS	123990	118740	67194	11875	56137	45536	88034	29854	5935.9	6205.5	117120	111560	70850	18794	57982	43943	85748	30673	8228.8	6270.8	22	21	22	17	21	21	20	19	10	12	60027	45098	23686	3185.1	28116	22349	20610	11498	1945.8	3590.6	24129	29113	21325	1725.4	16333	12701	7470.3	8588.7	3507.5	0	39838	44527	22183	6964.2	11687	10485	59953	9767.5	482.61	2614.9	56664	42364	25980	6100	28135	21417	20829	11995	2566.2	3647.1	22822	27346	21556	3433.5	16740	12188	7839.4	8774.5	3613.4	0	37631	41848	23315	9260.7	13106	10338	57080	9904.1	2049.2	2623.7	7	6	7	5	6	6	6	4	2	5	6	6	6	4	6	6	5	6	5	0	9	9	9	8	9	9	9	9	3	7	22.4	22.4	22.4	396520000	102560000	115780000	178180000	22029000	5697500	6432500	9898700	22				146	60;61;152;164	True;True;True;True	67;68;69;70;170;183	234;235;236;237;238;239;240;241;242;243;244;245;616;617;618;619;620;621;672;673;674	184;185;186;187;188;189;190;191;192;193;194;195;500;501;502;503;504;548;549;550;551;552	191;195;500;551		111;112		144;367
P48591	P48591	1	1	1	Ribonucleoside-diphosphate reductase large subunit	RnrL	sp|P48591|RIR1_DROME Ribonucleoside-diphosphate reductase large subunit OS=Drosophila melanogaster OX=7227 GN=RnrL PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	2.8	2.8	2.8	91.977	812	812	2	1	1	1	0	33.879	By matching	By matching	By MS/MS	4159.6	3747.9	2122	1383.5	805.17	1020.8	4370.7	785.63	49.382	510.75	3928.4	3527	2244.5	1559	941.17	1037.4	4159.4	812.55	232	499.12	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4159.6	3747.9	2122	1383.5	805.17	1020.8	4370.7	785.63	49.382	510.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3928.4	3527	2244.5	1559	941.17	1037.4	4159.4	812.55	232	499.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2.8	2.8	2.8	4558100	811530	1261400	2485200	123190	21933	34092	67166	1				147	312	True	340	1182;1183;1184	964	964				
P52029	P52029	2	2	2	Glucose-6-phosphate isomerase	Pgi	sp|P52029|G6PI_DROME Glucose-6-phosphate isomerase OS=Drosophila melanogaster OX=7227 GN=Pgi PE=2 SV=2	1	2	2	2	2	2	2	2	2	2	2	2	2	5.9	5.9	5.9	62.338	558	558	2	2	2	2	0	32.51	By MS/MS	By MS/MS	By MS/MS	22535	21393	12893	3071.3	8545.3	8836.7	32415	9088.8	783.23	4844	21288	20104	13529	4364.3	9236.1	8612.4	30982	9252.9	2091.6	4730.7	5	5	5	5	5	5	5	5	4	4	5392.6	3392.2	2514.6	306.41	2498.9	1857	3667.1	1928.9	396.49	893.11	2114.4	3140.2	2062	127.81	1488.1	1648.1	1762.6	1765	263.42	0	15028	14860	8316.5	2637	4558.2	5331.5	26985	5394.9	123.32	3950.9	5092	3186.9	2699.5	527.86	2550.3	1794.8	3587.2	1959	529.94	885.61	2000.6	2949.3	2072.8	339.51	1546.5	1585.6	1739.9	1765.9	323.5	0	14195	13968	8756.3	3496.9	5139.3	5232	25655	5528	1238.2	3845.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	3	3	3	3	3	3	3	2	3	5.9	5.9	5.9	16491000	2330400	2088400	12072000	568650	80359	72014	416280	5				148	197;386	True;True	220;419	807;808;809;1433;1434;1435	660;661;662;663;1161	660;1161		113		441
P54385-2;P54385;A0A0C4DHE7;Q8IMY1	P54385-2;P54385	4;4;1;1	4;4;1;1	4;4;1;1	Glutamate dehydrogenase, mitochondrial	Gdh	sp|P54385-2|DHE3_DROME Isoform C of Glutamate dehydrogenase, mitochondrial OS=Drosophila melanogaster OX=7227 GN=Gdh;sp|P54385|DHE3_DROME Glutamate dehydrogenase, mitochondrial OS=Drosophila melanogaster OX=7227 GN=Gdh PE=1 SV=2	4	4	4	4	4	3	3	4	3	3	4	3	3	10.9	10.9	10.9	61.081	549	549;562;391;404	1.89	7	6	5	0	94.422	By MS/MS	By MS/MS	By MS/MS	26320	19416	13879	4910.3	15622	11664	35584	15637	7903.2	8592.2	24859	18259	14710	5865.5	15975	11448	34493	15790	8503.5	8357.5	15	14	13	10	14	13	15	15	10	10	11514	5314.1	4883.5	2068.9	7407.1	4480.9	5576.3	5023.5	2151.4	4921.2	3609	6991	4986.9	336.15	4756	2684	3083.3	5196	5242.2	314.22	11197	7110.9	4008.5	2505.2	3459.2	4498.8	26924	5417.4	509.59	3356.8	10871	5001.5	5286.7	2349.6	7348.5	4392.1	5659	5166.2	2201.3	4735.8	3420.2	6566.3	4936.3	710.46	4818.4	2617.6	3278	5124.1	5080.9	335.48	10568	6691.2	4487.1	2805.5	3807.9	4438.2	25556	5499.6	1221.3	3286.2	4	3	2	2	4	2	4	4	2	2	4	4	4	3	4	4	4	4	4	1	7	7	7	5	6	7	7	7	4	7	10.9	10.9	10.9	59204000	8527700	20394000	30283000	1794100	258420	617990	917660	16				149	97;137;138;160	True;True;True;True	108;109;153;154;179	351;352;353;354;355;356;357;553;554;555;556;557;661;662;663;664;665;666	273;274;275;276;277;278;279;451;452;453;454;539;540;541;542;543	279;451;452;540		114;115;116;117		60;98;100;281
X2JGP4;P54399;P54399-2	X2JGP4;P54399;P54399-2	2;2;1	2;2;1	2;2;1	Protein disulfide-isomerase	Pdi	tr|X2JGP4|X2JGP4_DROME Protein disulfide-isomerase OS=Drosophila melanogaster OX=7227 GN=Pdi PE=3 SV=1;sp|P54399|PDI_DROME Protein disulfide-isomerase OS=Drosophila melanogaster OX=7227 GN=Pdi PE=2 SV=1;sp|P54399-2|PDI_DROME Isoform D of Protein disulfide-	3	2	2	2	2	2	2	2	2	2	2	2	2	8.1	8.1	8.1	55.78	496	496;496;190	2	4	3	4	0	54.137	By matching	By MS/MS	By MS/MS	18773	22613	9420.6	1983.4	6734.1	7203.9	34516	7079.1	3006.1	3221.4	17729	21244	10043	3376.5	7355.4	6992.2	32938	7202.8	4141.7	3197.2	5	5	5	4	5	5	5	5	4	5	0	0	0	0	0	0	0	0	0	0	3914	2632.4	2318.9	0	2144.8	2635.4	2278.6	1863.3	2590.1	212.42	14859	19980	7101.7	1983.4	4589.3	4568.5	32238	5215.8	416.02	3009	0	0	0	0	0	0	0	0	0	0	3697.6	2471.7	2424.9	200.07	2189	2514.5	2321.5	1905.3	2542.4	243.14	14031	18772	7618.3	3176.4	5166.5	4477.6	30616	5297.4	1599.3	2954	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	4	4	4	4	4	4	4	4	3	4	8.1	8.1	8.1	22349000	3241200	6186000	12922000	677250	98217	187450	391580	5				150	304;402	True;True	332;438	1158;1159;1160;1161;1162;1163;1501;1502;1503;1504;1505	948;949;1220;1221;1222	948;1221				
P55830-2;P55830	P55830-2;P55830	1;1	1;1	1;1	40S ribosomal protein S3a	RpS3A	sp|P55830-2|RS3A_DROME Isoform B of 40S ribosomal protein S3a OS=Drosophila melanogaster OX=7227 GN=RpS3A;sp|P55830|RS3A_DROME 40S ribosomal protein S3a OS=Drosophila melanogaster OX=7227 GN=RpS3A PE=1 SV=4	2	1	1	1	1	0	1	1	0	1	1	0	1	5.5	5.5	5.5	24.821	218	218;268	1.5	1	1		0	9.2825	By MS/MS		By MS/MS	9066.9	6108.5	3612.4	975.81	6338.1	4803.1	16792	1782.3	538.56	728.88	8559.2	5741.2	4004.2	1275.5	6403.5	4607.1	16146	1926.8	1153.3	710.12	2	2	2	1	2	2	2	2	1	1	1059.8	1087.5	825.98	0	3603.4	2166.1	1591.4	754.26	0	0	0	0	0	0	0	0	0	0	0	0	8007.2	5021	2786.4	975.81	2734.7	2637	15201	1028	538.56	728.88	1001.9	1021.2	875.37	0	3462.8	2056.8	1672.9	811.29	0	0	0	0	0	0	0	0	0	0	0	0	7557.3	4720.1	3128.8	1275.5	2940.6	2550.3	14473	1115.5	1153.3	710.12	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	5.5	0	5.5	5940600	1121400	0	4819100	456970	86264	0	370700	2				151	393	True	429	1476;1477	1201;1202	1201				
